,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
1228,Hyundai i10 Magna 1.1L,2014,229999.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1229,Hyundai i10 Magna 1.1L,2014,295000.0,38500.0,Petrol,Individual,Manual,First Owner,Hyundai
1230,Hyundai i10 Magna 1.2,2009,254999.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1231,Hyundai i10 Magna 1.2,2010,150000.0,90000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1232,Hyundai i10 Magna 1.2,2010,225000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1233,Hyundai i10 Magna 1.2,2010,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai
1234,Hyundai i10 Magna 1.2 iTech SE,2009,150000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1235,Hyundai i10 Magna 1.2 iTech SE,2011,195000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1236,Hyundai i10 Magna 1.2 iTech SE,2011,235000.0,74500.0,Petrol,Individual,Manual,Second Owner,Hyundai
1237,Hyundai i10 Magna 1.2 iTech SE,2012,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1238,Hyundai i10 Magna LPG,2013,250000.0,88600.0,LPG,Individual,Manual,First Owner,Hyundai
1239,Hyundai i10 Magna LPG,2013,275000.0,90000.0,LPG,Individual,Manual,Second Owner,Hyundai
1240,Hyundai i10 Magna LPG,2014,290000.0,29000.0,LPG,Individual,Manual,First Owner,Hyundai
1241,Hyundai i10 Sportz,2011,220000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai
1242,Hyundai i10 Sportz,2011,225000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1243,Hyundai i10 Sportz,2011,250000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai
1245,Hyundai i10 Sportz 1.1L,2014,300000.0,37555.0,Petrol,Dealer,Manual,First Owner,Hyundai
1246,Hyundai i10 Sportz 1.1L,2015,229999.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai
1248,Hyundai i10 Sportz 1.1L,2015,310000.0,35925.0,Petrol,Dealer,Manual,First Owner,Hyundai
1249,Hyundai i10 Sportz 1.1L,2017,375000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai
1250,Hyundai i10 Sportz 1.2,2008,150000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1252,Hyundai i10 Sportz 1.2,2010,125000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1253,Hyundai i10 Sportz 1.2,2010,210000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1255,Hyundai i10 Sportz 1.2,2010,248000.0,63000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1256,Hyundai i10 Sportz 1.2,2010,250000.0,100000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1257,Hyundai i10 Sportz 1.2,2010,250000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1258,Hyundai i10 Sportz 1.2,2011,235000.0,43100.0,Petrol,Dealer,Manual,First Owner,Hyundai
1260,Hyundai i10 Sportz 1.2 AT,2013,330000.0,38000.0,Petrol,Dealer,Automatic,First Owner,Hyundai
1262,Hyundai i10 Sportz 1.2 AT,2013,345000.0,66066.0,Petrol,Dealer,Automatic,First Owner,Hyundai
1263,Hyundai i10 Sportz 1.2 AT,2015,500000.0,50000.0,Petrol,Dealer,Automatic,First Owner,Hyundai
1264,Hyundai i10 Sportz AT,2011,180000.0,134444.0,Petrol,Individual,Automatic,Second Owner,Hyundai
1265,Hyundai i20 1.2 Asta,2011,271000.0,74113.0,Petrol,Dealer,Manual,First Owner,Hyundai
1266,Hyundai i20 1.2 Asta,2011,375000.0,72000.0,Petrol,Dealer,Manual,First Owner,Hyundai
1267,Hyundai i20 1.2 Asta,2018,700000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai
1269,Hyundai i20 1.2 Asta Dual Tone,2018,740000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai
1270,Hyundai i20 1.2 Asta Option,2017,620000.0,65000.0,Petrol,Individual,Manual,First Owner,Hyundai
1271,Hyundai i20 1.2 Asta Option,2017,640000.0,37000.0,Petrol,Individual,Manual,First Owner,Hyundai
1272,Hyundai i20 1.2 Era,2010,250000.0,34500.0,Petrol,Individual,Manual,Second Owner,Hyundai
1273,Hyundai i20 1.2 Magna,2010,220000.0,96000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1274,Hyundai i20 1.2 Magna,2012,330000.0,44000.0,Petrol,Individual,Manual,First Owner,Hyundai
1276,Hyundai i20 1.2 Magna Executive,2016,535000.0,38365.0,Petrol,Dealer,Manual,First Owner,Hyundai
1277,Hyundai i20 1.2 Magna Executive,2017,540000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai
1278,Hyundai i20 1.2 Sportz,2011,220000.0,58000.0,Petrol,Dealer,Manual,Second Owner,Hyundai
1279,Hyundai i20 1.2 Sportz,2011,250000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai
1280,Hyundai i20 1.2 Sportz,2011,260000.0,97700.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1281,Hyundai i20 1.2 Sportz,2012,280000.0,110000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1282,Hyundai i20 1.2 Sportz,2012,330000.0,90000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1283,Hyundai i20 1.2 Sportz,2013,375000.0,41041.0,Petrol,Dealer,Manual,First Owner,Hyundai
1284,Hyundai i20 1.2 Spotz,2017,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai
1285,Hyundai i20 1.2 Spotz,2017,400000.0,38000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1286,Hyundai i20 1.2 Spotz,2017,575000.0,20000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1287,Hyundai i20 1.2 Spotz,2017,600000.0,70000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1288,Hyundai i20 1.2 Spotz,2018,650000.0,20000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1289,Hyundai i20 1.4 Asta Option,2017,744000.0,106000.0,Diesel,Individual,Manual,First Owner,Hyundai
1290,Hyundai i20 1.4 Asta Option,2017,780000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai
1291,Hyundai i20 1.4 Asta Option,2018,830000.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai
1292,Hyundai i20 1.4 CRDi Asta,2011,300000.0,118700.0,Diesel,Individual,Manual,Second Owner,Hyundai
1293,Hyundai i20 1.4 CRDi Asta,2012,400000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai
1294,Hyundai i20 1.4 CRDi Era,2011,220000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai
1295,Hyundai i20 1.4 CRDi Magna,2012,250000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai
1296,Hyundai i20 1.4 CRDi Magna,2012,350000.0,160000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1297,Hyundai i20 1.4 CRDi Sportz,2011,321000.0,81257.0,Diesel,Dealer,Manual,First Owner,Hyundai
1298,Hyundai i20 1.4 CRDi Sportz,2012,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1299,Hyundai i20 1.4 Magna ABS,2009,180000.0,60000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1300,Hyundai i20 1.4 Magna Executive,2013,280000.0,52000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1301,Hyundai i20 1.4 Sportz,2017,655000.0,84000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1302,Hyundai i20 1.4 Sportz,2017,680000.0,44000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1305,Hyundai i20 1.4 Sportz,2017,700000.0,35000.0,Diesel,Individual,Manual,First Owner,Hyundai
1306,Hyundai i20 1.4 Sportz,2017,740000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai
1307,Hyundai i20 2015-2017 Magna 1.2,2015,525000.0,70378.0,Petrol,Dealer,Manual,First Owner,Hyundai
1308,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,465000.0,70000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1309,Hyundai i20 Active 1.2 S,2017,570000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai
1311,Hyundai i20 Active 1.2 S,2017,595000.0,33100.0,Petrol,Individual,Manual,Second Owner,Hyundai
1312,Hyundai i20 Active 1.2 S,2017,600000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai
1314,Hyundai i20 Active 1.2 S,2018,650000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1315,Hyundai i20 Active 1.2 SX,2015,565000.0,46000.0,Petrol,Individual,Manual,First Owner,Hyundai
1316,Hyundai i20 Active 1.2 SX,2016,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1317,Hyundai i20 Active 1.2 SX,2016,650000.0,26000.0,Petrol,Individual,Manual,First Owner,Hyundai
1321,Hyundai i20 Active 1.2 SX,2017,700000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai
1322,Hyundai i20 Active 1.2 SX,2018,550000.0,20000.0,Petrol,Individual,Manual,First Owner,Hyundai
1323,Hyundai i20 Active 1.4 SX,2016,650000.0,100000.0,Diesel,Individual,Manual,First Owner,Hyundai
1324,Hyundai i20 Active 1.4 SX,2018,819999.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai
1325,Hyundai i20 Active 1.4 SX with AVN,2015,699000.0,30000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1326,Hyundai i20 Active S Diesel,2018,650000.0,37000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1328,Hyundai i20 Active S Petrol,2016,535000.0,55838.0,Petrol,Dealer,Manual,First Owner,Hyundai
1329,Hyundai i20 Active S Petrol,2016,560000.0,68523.0,Petrol,Dealer,Manual,First Owner,Hyundai
1330,Hyundai i20 Active SX Petrol,2016,550000.0,23000.0,Petrol,Dealer,Manual,First Owner,Hyundai
1332,Hyundai i20 Asta,2009,280000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1333,Hyundai i20 Asta,2010,265000.0,47564.0,Petrol,Dealer,Manual,Second Owner,Hyundai
1334,Hyundai i20 Asta,2010,270000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1336,Hyundai i20 Asta (o),2009,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai
1338,Hyundai i20 Asta (o),2014,525000.0,54000.0,Petrol,Dealer,Manual,Second Owner,Hyundai
1340,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000.0,70000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1341,Hyundai i20 Asta 1.2,2012,300000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai
1342,Hyundai i20 Asta 1.2,2014,475000.0,23122.0,Petrol,Dealer,Manual,Second Owner,Hyundai
1343,Hyundai i20 Asta 1.2,2015,600000.0,64484.0,Petrol,Dealer,Manual,First Owner,Hyundai
1344,Hyundai i20 Asta 1.2,2016,500000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai
1345,Hyundai i20 Asta 1.4 CRDi,2013,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai
1347,Hyundai i20 Asta 1.4 CRDi,2013,300000.0,70000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1348,Hyundai i20 Asta 1.4 CRDi,2013,360000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1349,Hyundai i20 Asta 1.4 CRDi,2014,350000.0,52000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1350,Hyundai i20 Asta 1.4 CRDi,2014,370000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1351,Hyundai i20 Asta 1.4 CRDi,2015,530000.0,77000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1352,Hyundai i20 Asta 1.4 CRDi,2015,550000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai
1353,Hyundai i20 Asta 1.4 CRDi,2015,550000.0,87000.0,Diesel,Individual,Manual,First Owner,Hyundai
1354,Hyundai i20 Asta 1.4 CRDi,2016,430000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai
1355,Hyundai i20 Asta 1.4 CRDi,2016,680000.0,20000.0,Diesel,Individual,Manual,First Owner,Hyundai
1356,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000.0,72000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1357,Hyundai i20 Asta Option 1.2,2016,600000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai
1358,Hyundai i20 Asta Option 1.4 CRDi,2015,500000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai
1359,Hyundai i20 Asta Option 1.4 CRDi,2016,550000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai
1360,Hyundai i20 Asta Option 1.4 CRDi,2016,580000.0,57000.0,Diesel,Individual,Manual,First Owner,Hyundai
1361,Hyundai i20 Asta Option 1.4 CRDi,2016,600000.0,50000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1362,Hyundai i20 Asta Option 1.4 CRDi,2016,650000.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai
1363,Hyundai i20 Asta Option 1.4 CRDi,2016,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai
1364,Hyundai i20 Magna,2010,210000.0,90000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1365,Hyundai i20 Magna,2010,250000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai
1366,Hyundai i20 Magna,2010,250000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai
1367,Hyundai i20 Magna,2010,270000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1368,Hyundai i20 Magna 1.2,2015,540000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai
1370,Hyundai i20 Magna 1.2,2016,600000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai
1371,Hyundai i20 Magna 1.2,2016,600000.0,61000.0,Petrol,Individual,Manual,First Owner,Hyundai
1373,Hyundai i20 Magna 1.4 CRDi,2014,409999.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1374,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000.0,92686.0,Diesel,Dealer,Manual,Second Owner,Hyundai
1375,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000.0,58000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1376,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000.0,78000.0,Diesel,Dealer,Manual,Second Owner,Hyundai
1377,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,425000.0,22700.0,Diesel,Dealer,Manual,Second Owner,Hyundai
1378,Hyundai i20 Magna 1.4 CRDi (Diesel),2014,409999.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1379,Hyundai i20 Magna Optional 1.2,2013,340000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai
1380,Hyundai i20 Magna Optional 1.4 CRDi,2012,350000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai
1381,Hyundai i20 Magna Optional 1.4 CRDi,2013,400000.0,100000.0,Diesel,Individual,Manual,First Owner,Hyundai
1382,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai
1384,Hyundai i20 Sportz 1.2,2013,350000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1385,Hyundai i20 Sportz 1.2,2013,380000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1386,Hyundai i20 Sportz 1.2,2013,400000.0,59213.0,Petrol,Individual,Manual,First Owner,Hyundai
1387,Hyundai i20 Sportz 1.2,2014,450000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai
1388,Hyundai i20 Sportz 1.2,2015,500000.0,35000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1389,Hyundai i20 Sportz 1.2,2015,516000.0,90000.0,Petrol,Individual,Manual,First Owner,Hyundai
1390,Hyundai i20 Sportz 1.2,2016,660000.0,48220.0,Petrol,Dealer,Manual,First Owner,Hyundai
1391,Hyundai i20 Sportz 1.2,2017,700000.0,11114.0,Petrol,Dealer,Manual,First Owner,Hyundai
1392,Hyundai i20 Sportz 1.4 CRDi,2014,315000.0,110000.0,Diesel,Individual,Manual,Second Owner,Hyundai
1393,Hyundai i20 Sportz 1.4 CRDi,2018,750000.0,29000.0,Diesel,Dealer,Manual,First Owner,Hyundai
1394,Hyundai i20 Sportz Option 1.2,2016,475000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai
1395,Hyundai i20 Sportz Petrol,2010,250000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai
1397,Hyundai Santa Fe 4WD AT,2014,1000000.0,80000.0,Diesel,Individual,Automatic,First Owner,Hyundai
1398,Hyundai Santa Fe 4X4,2011,800000.0,220000.0,Diesel,Individual,Manual,First Owner,Hyundai
1399,Hyundai Santro Asta,2018,515000.0,16000.0,Petrol,Dealer,Manual,First Owner,Hyundai
1400,Hyundai Santro AT,2006,145000.0,66000.0,Petrol,Individual,Automatic,Second Owner,Hyundai
1401,Hyundai Santro AT CNG,2005,130000.0,110000.0,CNG,Individual,Manual,Second Owner,Hyundai
1402,Hyundai Santro Era,2019,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1403,Hyundai Santro GLS I - Euro I,1999,51786.64,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1404,Hyundai Santro GLS I - Euro I,2001,55000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1405,Hyundai Santro GLS I - Euro I,2005,75000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai
1406,Hyundai Santro GLS I - Euro II,2007,135000.0,85000.0,Petrol,Dealer,Manual,First Owner,Hyundai
1407,Hyundai Santro GS,2005,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai
1419,Hyundai Santro GS,2006,100000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1420,Hyundai Santro LE,2002,65000.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai
1421,Hyundai Santro LE zipPlus,2001,68000.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai
1423,Hyundai Santro LE zipPlus,2003,51786.64,50000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1424,Hyundai Santro LE zipPlus,2003,70000.0,80000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1425,Hyundai Santro LP zipPlus,2001,52000.0,50000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1427,Hyundai Santro LP zipPlus,2002,80000.0,70000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1428,Hyundai Santro LP zipPlus,2003,75000.0,57000.0,Petrol,Individual,Manual,First Owner,Hyundai
1430,Hyundai Santro LS zipPlus,2002,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1431,Hyundai Santro LS zipPlus,2003,100000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai
1432,Hyundai Santro Magna AMT BSIV,2019,400000.0,16000.0,Petrol,Individual,Automatic,First Owner,Hyundai
1434,Hyundai Santro Magna AMT BSIV,2019,475000.0,10000.0,Petrol,Individual,Automatic,First Owner,Hyundai
1435,Hyundai Santro Magna BSIV,2019,425000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai
1436,Hyundai Santro Magna BSIV,2019,500000.0,1744.08,Petrol,Individual,Manual,First Owner,Hyundai
1437,Hyundai Santro Magna CNG BSIV,2019,520000.0,10000.0,CNG,Individual,Manual,First Owner,Hyundai
1438,Hyundai Santro Sportz AMT,2019,484999.0,5007.0,Petrol,Dealer,Automatic,First Owner,Hyundai
1440,Hyundai Santro Sportz BSIV,2019,480000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai
1441,Hyundai Santro Sportz BSIV,2020,520000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai
1442,Hyundai Santro Xing GL,2008,145000.0,67000.0,Petrol,Individual,Manual,First Owner,Hyundai
1443,Hyundai Santro Xing GL,2011,150000.0,157000.0,Petrol,Individual,Manual,First Owner,Hyundai
1444,Hyundai Santro Xing GL Plus,2008,120000.0,41723.0,Petrol,Individual,Manual,Second Owner,Hyundai
1446,Hyundai Santro Xing GL Plus,2012,170000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1447,Hyundai Santro Xing GL Plus,2013,175000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai
1448,Hyundai Santro Xing GL Plus,2013,290000.0,49000.0,Petrol,Individual,Manual,First Owner,Hyundai
1451,Hyundai Santro Xing GL PLUS CNG,2007,90000.0,80000.0,CNG,Individual,Manual,Third Owner,Hyundai
1452,Hyundai Santro Xing GL Plus LPG,2011,229999.0,60000.0,LPG,Individual,Manual,Second Owner,Hyundai
1453,Hyundai Santro Xing GLS,2007,85000.0,85000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1454,Hyundai Santro Xing GLS,2008,125000.0,85000.0,Petrol,Individual,Manual,First Owner,Hyundai
1455,Hyundai Santro Xing GLS,2008,130000.0,100000.0,Petrol,Individual,Manual,First Owner,Hyundai
1456,Hyundai Santro Xing GLS,2008,190000.0,70000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1457,Hyundai Santro Xing GLS,2009,110000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai
1458,Hyundai Santro Xing GLS,2009,120000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1459,Hyundai Santro Xing GLS,2009,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai
1460,Hyundai Santro Xing GLS,2009,140000.0,100000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1461,Hyundai Santro Xing GLS,2009,150000.0,79000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1462,Hyundai Santro Xing GLS,2009,195000.0,27005.0,Petrol,Dealer,Manual,First Owner,Hyundai
1464,Hyundai Santro Xing GLS,2009,200000.0,100000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1465,Hyundai Santro Xing GLS,2010,120000.0,90000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1466,Hyundai Santro Xing GLS,2010,155000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1467,Hyundai Santro Xing GLS,2010,170000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1468,Hyundai Santro Xing GLS,2012,193000.0,45000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1469,Hyundai Santro Xing GLS,2012,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai
1470,Hyundai Santro Xing GLS,2013,270000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai
1471,Hyundai Santro Xing GLS,2013,324000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai
1472,Hyundai Santro Xing GLS,2014,250000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1473,Hyundai Santro Xing GLS,2014,320000.0,54350.0,Petrol,Dealer,Manual,First Owner,Hyundai
1474,Hyundai Santro Xing GLS Audio LPG,2012,250000.0,100000.0,LPG,Individual,Manual,First Owner,Hyundai
1475,Hyundai Santro Xing GLS CNG,2010,130000.0,98000.0,CNG,Individual,Manual,Second Owner,Hyundai
1476,Hyundai Santro Xing XG,2003,85000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1477,Hyundai Santro Xing XG,2004,80000.0,58000.0,Petrol,Individual,Manual,First Owner,Hyundai
1479,Hyundai Santro Xing XG,2004,90000.0,100005.0,Petrol,Dealer,Manual,Second Owner,Hyundai
1480,Hyundai Santro Xing XG,2005,70000.0,68500.0,Petrol,Dealer,Manual,First Owner,Hyundai
1482,Hyundai Santro Xing XG,2005,95000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1483,Hyundai Santro Xing XG,2005,140000.0,80000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1484,Hyundai Santro Xing XG,2006,70000.0,110000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1485,Hyundai Santro Xing XG AT,2004,125000.0,70000.0,Petrol,Individual,Automatic,Second Owner,Hyundai
1486,Hyundai Santro Xing XG AT,2006,160000.0,90000.0,Petrol,Individual,Automatic,Second Owner,Hyundai
1487,Hyundai Santro Xing XG eRLX Euro III,2005,70000.0,170000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1488,Hyundai Santro Xing XG eRLX Euro III,2006,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,Hyundai
1489,Hyundai Santro Xing XG eRLX Euro III,2006,90000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai
1491,Hyundai Santro Xing XK,2007,70000.0,55000.0,Petrol,Individual,Manual,Second Owner,Hyundai
